id,toxic,severe_toxic,obscene,threat,insult,identity_hate
Syrisien,0.24874450126774375,0.016097946041563855,0.09791438850617333,0.004497993178222412,0.06877587569609252,0.011885218524898789
xtfftc,0.09314147090318176,0.006122623050926658,0.03613084919325573,0.002982105539243565,0.030687168395589916,0.00905091877742409
PiffPaff89,0.09125902620441115,0.006766671939499091,0.03898282184853711,0.0035072443712709915,0.045817977837558165,0.00911731779645989
 ,0.064665449246748,0.005515200987797944,0.03430050214030929,0.003262347182997501,0.027299984962851322,0.007814551997009854
quadriplegic_cheetah,0.23645744242061498,0.014774013066966213,0.07827102400651495,0.004297639034476074,0.09930269793787626,0.014144946071764433
ZagrebMcNulty,0.09959181047680422,0.01063394449909178,0.04423585752558889,0.0038147159906612464,0.045920176829053125,0.010944478399033106
Yellow-5-Son,0.15609853950052874,0.007043505301551283,0.04044887359829015,0.003302264940697435,0.047782653244302545,0.010175056204208149
pandas_ok,0.21194135861102512,0.02248901589116303,0.16389504086676707,0.004808123703976177,0.08951451286906588,0.014404782164875297
leithz6,0.5455385957283287,0.026266398356401797,0.36539457333238473,0.004740446166084464,0.18478936159478693,0.01700498529350651
Yellow-5-Son,0.1452669337074885,0.010506776159895133,0.06901171521527757,0.0039092046240310225,0.06092059902714813,0.010572064902352945
artificialgreeting,0.21027817399433604,0.012075020480115412,0.07472826037144574,0.004304424401351591,0.059105499942203,0.01180875777131394
herbiems89,0.2088395735872871,0.009085977218479353,0.07528279097647746,0.0042102938651603404,0.06551020605402211,0.01209855201045678
 ,0.20158391396340847,0.012082234948119233,0.08881260083565937,0.0047454717867341165,0.08515280339224011,0.014662222295856153
Mechaniballs,0.09350732133805381,0.009995735232293102,0.04580237007624148,0.003775737054603551,0.04816424027342957,0.011331005857474333
Homozygote,0.20300883745963824,0.011664586135106458,0.07781343723499712,0.004729871841974647,0.08101585129964878,0.013401205482054871
 ,0.39404930141299366,0.008708274140043833,0.11202521202063337,0.0036051303032284634,0.14291776074692228,0.014264552669764084
pitstainboss,0.08744475292072135,0.008649067067019706,0.045125793948464346,0.0033899525166873187,0.03886815461236787,0.009512108105885944
coltsmetsfan614,0.03764622032749892,0.0060364715297321955,0.018553464164790895,0.0030360359702836337,0.0177944220322334,0.007040524489810638
